0,0,30,0,15,0.00,0.00
6.196299,0,38,0,17,0.00,0.00
12.8814,0,38,0,17,0.00,0.00
20.00134,2,38,0,17,0.00,5.26
28.81411,2,38,0,17,0.00,5.26
38.11317,4,38,0,17,0.00,10.53
46.30083,4,38,0,17,0.00,10.53
54.45922,5,38,0,17,0.00,13.16
62.81725,6,38,0,17,0.00,15.79
71.3049,8,38,0,17,0.00,21.05
81.73856,8,38,0,17,0.00,21.05
87.96241,8,38,0,17,0.00,21.05
94.0788,8,38,0,17,0.00,21.05
99.71394,8,38,0,17,0.00,21.05
104.8211,8,38,0,17,0.00,21.05
113.7112,8,38,0,17,0.00,21.05
121.4519,8,38,0,17,0.00,21.05
128.3293,8,38,0,17,0.00,21.05
134.8986,8,38,0,17,0.00,21.05
142.5126,8,38,0,17,0.00,21.05
151.9589,8,38,0,17,0.00,21.05
160.5607,8,38,0,17,0.00,21.05
168.5732,8,38,0,17,0.00,21.05
175.9056,8,38,0,17,0.00,21.05
182.5557,8,38,0,17,0.00,21.05
188.5046,8,38,0,17,0.00,21.05
193.8169,8,38,0,17,0.00,21.05
198.9001,8,38,0,17,0.00,21.05
203.9405,8,38,0,17,0.00,21.05
213.3402,8,38,0,17,0.00,21.05
221.832,8,38,0,17,0.00,21.05
221.832,8,38,0,17,0.00,21.05
